# arg	result	expected
6109.8861797828949	78.165760917315296	78.165760917315296
1982.3339351321856	44.523408844473998	44.523408844473998
9071.7846054688562	95.245916476607306	95.245916476607306
4708.9933869429469	68.622105672610687	68.622105672610687
5042.0382855807566	71.007311493822641	71.007311493822641
1899.025688980018	43.577811888391295	43.577811888391295
6521.7328164205665	80.757246216179055	80.757246216179055
6271.1032895313547	79.190297950767643	79.190297950767643
2109.0559076955205	45.924458708791775	45.924458708791775
2745.9822776087422	52.402120926626075	52.402120926626075
5197.3063050226956	72.092345675686644	72.092345675686644
1088.2779203445289	32.989057584970944	32.989057584970944
4337.5584387462295	65.860143020997384	65.860143020997384
1514.2171214588468	38.912942852717357	38.912942852717357
4034.3301336846089	63.516376893558792	63.516376893558792
9482.7807454480462	97.379570472702568	97.379570472702568
8319.9785627292695	91.213916497041552	91.213916497041552
951.81925045904313	30.851568038902709	30.851568038902709
4917.9132761298615	70.12783524485738	70.12783524485738
5666.272251056932	75.27464547280799	75.27464547280799
2726.9275372666107	52.219991739434533	52.219991739434533
5375.2461956733951	73.316070514406292	73.316070514406292
6541.7972424878344	80.881377600086878	80.881377600086878
8870.442931907779	94.183028895378911	94.183028895378911
5174.5018910442595	71.934010669809453	71.934010669809453
2306.9507573540031	48.030727220749043	48.030727220749043
8883.3689793176673	94.251625870950718	94.251625870950718
3819.1266291494312	61.799082753301697	61.799082753301697
402.35848923180293	20.058875572469233	20.058875572469233
1340.7165778616245	36.615796834994924	36.615796834994924
7116.0057472729468	84.356420901274291	84.356420901274291
2841.5413222761622	53.306109614904017	53.306109614904017
7131.286097918236	84.44694250189427	84.44694250189427
5304.8346769525697	72.834296021534868	72.834296021534868
4074.2727048085612	63.830029804227422	63.830029804227422
4205.4679466864172	64.849579387120286	64.849579387120286
7054.0281608229934	83.9882620419246	83.9882620419246
5851.0960964194237	76.492457774733737	76.492457774733737
8349.5304486258774	91.375765105556724	91.375765105556724
5324.6059195014604	72.969897351589168	72.969897351589168
5697.4001647415553	75.481124559333082	75.481124559333082
810.74573853739946	28.473597218079057	28.473597218079057
8396.8728937349606	91.634452547799725	91.634452547799725
3858.4729856897625	62.116607969928317	62.116607969928317
7754.8644875480732	88.061708406935153	88.061708406935153
4563.9211482096252	67.556799422483195	67.556799422483195
6797.3349572579054	82.44595173359275	82.44595173359275
2444.4128247595045	49.441003476461766	49.441003476461766
6574.0239397829328	81.080354832616095	81.080354832616095
8541.5836593304612	92.420688481153732	92.420688481153732
9695.0901127551133	98.463648686990638	98.463648686990638
4335.033177608957	65.840968838626281	65.840968838626281
6389.5104681087541	79.934413540782003	79.934413540782003
1760.001772789635	41.952375055408183	41.952375055408183
6316.9164546859502	79.479031540941349	79.479031540941349
1186.3622616973153	34.443609881911556	34.443609881911556
703.33053646739154	26.52037964410373	26.52037964410373
6620.2222345729469	81.364748107352654	81.364748107352654
1625.3573489351911	40.315720865875527	40.315720865875527
9915.6712774382013	99.577463702577816	99.577463702577816
6187.5293177141366	78.660849968164825	78.660849968164825
9253.5408431205815	96.195326513924684	96.195326513924684
1065.8043310244714	32.646658803382486	32.646658803382486
1539.292101574991	39.233813242852023	39.233813242852023
6181.4718757423652	78.622337002548875	78.622337002548875
6046.8712443147051	77.761630926278187	77.761630926278187
4835.3939440676095	69.536996944559007	69.536996944559007
1455.2664365824148	38.147954553061098	38.147954553061098
5417.7708268447032	73.605508128432234	73.605508128432234
2332.4473225329621	48.295417200112908	48.295417200112908
2200.7765778075027	46.912435215063212	46.912435215063212
8978.9386028953959	94.757261478450275	94.757261478450275
3554.4710598129736	59.61938493319915	59.61938493319915
8043.6144420054688	89.686199841477674	89.686199841477674
6642.4740234570027	81.501374365448598	81.501374365448598
3057.8923852551211	55.298213219371938	55.298213219371938
183.91046995163367	13.561359443346145	13.561359443346145
6702.2354283952864	81.867181632173498	81.867181632173498
7512.7054030602494	86.675864016808333	86.675864016808333
9050.5352098124768	95.134300910935778	95.134300910935778
2146.5155135792938	46.330503057697243	46.330503057697243
4994.1684423142706	70.669430748480423	70.669430748480423
2115.8310035081063	45.998163044931545	45.998163044931545
9026.5695935800159	95.008260659692198	95.008260659692198
2052.5134939973595	45.304674085543972	45.304674085543972
9707.2268233640352	98.525259823884937	98.525259823884937
1643.1731759885795	40.536072527917398	40.536072527917398
6646.9185378872608	81.528636305823611	81.528636305823611
354.39970921243292	18.82550687796833	18.82550687796833
4046.3353728360207	63.610811760549169	63.610811760549169
1108.0574600740913	33.287497053309536	33.287497053309536
6976.4413426231376	83.525094089280358	83.525094089280358
14.494432753638195	3.8071554674898942	3.8071554674898942
7026.105742969703	83.821869121188797	83.821869121188797
1485.5969758335325	38.543442708631162	38.543442708631162
3549.2921281153176	59.575935814012333	59.575935814012333
605.60611061763257	24.609065618540509	24.609065618540509
3211.2671021094584	56.668043041113201	56.668043041113201
5840.1184496415035	76.420667686441362	76.420667686441362
7150.2846921279261	84.559356029524764	84.559356029524764
3774.0244944135661	61.433089572424777	61.433089572424777
6669.2259568393674	81.665328976496312	81.665328976496312
9192.1276095325393	95.875584011428785	95.875584011428785
6378.4066885320435	79.864927775163252	79.864927775163252
8692.4173965362843	93.233134649309548	93.233134649309548
6489.190212577224	80.555510131692571	80.555510131692571
5261.9258744627059	72.539133400273712	72.539133400273712
2046.4149595443066	45.237318217864185	45.237318217864185
6258.53008516307	79.110872104680212	79.110872104680212
4352.1261936960927	65.970646455041603	65.970646455041603
7997.9851896006257	89.431455258206697	89.431455258206697
8656.3501999000073	93.039508811579651	93.039508811579651
6835.236456511816	82.675488849548486	82.675488849548486
9833.4973803475241	99.16399235784894	99.16399235784894
7301.9266018507833	85.451311293922132	85.451311293922132
2750.9948404409547	52.449926982227105	52.449926982227105
129.8222480558739	11.39395664621706	11.39395664621706
3875.3285746110892	62.252137108785988	62.252137108785988
6032.8176540915038	77.671215093440523	77.671215093440523
7010.3512454157017	83.727840324564099	83.727840324564099
9515.1695932855037	97.545730779391377	97.545730779391377
1723.4200855631243	41.514095022812725	41.514095022812725
9856.3314952060227	99.279058694198056	99.279058694198056
2255.6421142354393	47.493600771424347	47.493600771424347
9900.4428279028325	99.500968979718138	99.500968979718138
