# arg	result	expected
34.153371033502737	0.39323568563173167	0.39323568563173167
-95.853704647720193	-0.99938305020163065	-0.99938305020163065
0.67958268144587919	0.62846847375152115	0.62846847375152115
-86.540401706388536	0.9892729062579676	0.9892729062579676
-29.345433191666245	0.87772777918635281	0.87772777918635281
-56.308769126456184	0.23760416860189701	0.23760416860189701
56.604590047409033	0.055893139708295833	0.055893139708295833
-24.57483940800013	0.52940733686988539	0.52940733686988539
90.928305264599942	0.17694508688953703	0.17694508688953703
68.453670588984636	-0.61419682157899935	-0.61419682157899935
-89.392151586149296	-0.98975881674567445	-0.98975881674567445
-77.494397868277531	-0.86513449385021102	-0.86513449385021102
62.485060165671655	-0.33988339271760454	-0.33988339271760454
46.88725789862346	0.23442972599777484	0.23442972599777484
-98.110941422296236	0.66056356393644389	0.66056356393644389
81.441148442802302	-0.23795570098227484	-0.23795570098227484
-14.426123939655184	-0.95854160284424439	-0.95854160284424439
6.3217215356487628	0.038526691198101301	0.038526691198101301
-29.455734739251014	0.92513872619506665	0.92513872619506665
-51.665359969788142	-0.98542890372038605	-0.98542890372038605
64.639023980155059	0.9721933609878044	0.9721933609878044
10.230522883112258	-0.72134675699861139	-0.72134675699861139
8.9882435661485118	0.4228014012581201	0.4228014012581201
-65.958016344698947	-0.015428768492718258	-0.015428768492718258
51.382258169261092	0.89869100011720182	0.89869100011720182
91.351246354768165	-0.2426139511620462	-0.2426139511620462
25.69383227122843	0.53211027292546609	0.53211027292546609
-7.2210163516015768	-0.80627697785675068	-0.80627697785675068
98.559759181240224	-0.92090148628371393	-0.92090148628371393
56.082768354737567	-0.44922653191002143	-0.44922653191002143
4.7987071524830895	-0.99627689912590556	-0.99627689912590556
68.393760178071972	-0.66034509182157608	-0.66034509182157608
18.439085985345031	-0.39904027222277688	-0.39904027222277688
24.980262212091134	-0.15188885071814165	-0.15188885071814165
21.514225364219058	0.45904789780080141	0.45904789780080141
-85.452898565105471	0.58906146186701625	0.58906146186701625
54.552424174911692	-0.91085422604364941	-0.91085422604364941
-32.37131892286736	-0.81654032374697405	-0.81654032374697405
-47.717445433941919	0.55931201747824943	0.55931201747824943
61.526324198455853	-0.96502241782634757	-0.96502241782634757
-46.039490875100263	-0.88402260690730761	-0.88402260690730761
29.988699272776159	-0.98971165222299606	-0.98971165222299606
21.586258836623884	0.39391741637115107	0.39391741637115107
-43.958054031865267	0.024240743731852147	0.024240743731852147
-77.287937653246203	-0.9495753361695235	-0.9495753361695235
-35.463589189289266	0.78708562808563187	0.78708562808563187
-12.509700142220382	0.056640143738447009	0.056640143738447009
16.690427477498829	-0.83186746785679899	-0.83186746785679899
32.165613877002102	0.68140995767623003	0.68140995767623003
-88.326615664977311	-0.35416530088640286	-0.35416530088640286
47.790442668609899	-0.61828036359937188	-0.61828036359937188
-83.738250573008486	-0.88418716029000377	-0.88418716029000377
38.921581080800053	0.93994503559048981	0.93994503559048981
-43.355095496652417	0.58688131330918247	0.58688131330918247
75.185555544357243	-0.21106867990246184	-0.21106867990246184
-22.850886508814526	0.75767155499097827	0.75767155499097827
94.067132458696989	-0.17966622935123219	-0.17966622935123219
35.469671999068851	-0.79082318688722475	-0.79082318688722475
-79.037250210410633	0.47717197220806534	0.47717197220806534
15.007329441229203	0.64470233521712128	0.64470233521712128
-30.056701258925088	0.9777022069838105	0.9777022069838105
-11.019896213400102	0.99970423654230545	0.99970423654230545
22.411683547435061	-0.40824887198314097	-0.40824887198314097
87.337575077643919	-0.58673359430882677	-0.58673359430882677
-96.403535111936378	-0.83373462738052251	-0.83373462738052251
-96.8565419621833	-0.50797331521036637	-0.50797331521036637
6.6306417910676032	0.3405073912177653	0.3405073912177653
61.539172113724618	-0.96157455974644568	-0.96157455974644568
-73.797635389798558	0.99955625209740506	0.99955625209740506
-57.496985815758741	-0.81243599348646889	-0.81243599348646889
-36.208099842884124	0.99681891859300109	0.99681891859300109
70.619222949419196	0.99778225717358104	0.99778225717358104
45.822039636802771	0.96405145346563914	0.96405145346563914
-51.938954861849389	-0.99473344082008563	-0.99473344082008563
2.8919703195739146	0.2470380163561384	0.2470380163561384
15.1324415114684	0.54427257066198231	0.54427257066198231
67.740850520369037	-0.98073473330825367	-0.98073473330825367
98.697099584878856	-0.96559644723269678	-0.96559644723269678
96.661452484373399	0.6653180642426556	0.6653180642426556
17.660879963818616	-0.92787606025223823	-0.92787606025223823
-55.300396975762411	0.94843794187076402	0.94843794187076402
-80.914857032175561	0.69365572149714605	0.69365572149714605
-44.57108666962479	-0.55535477795210519	-0.55535477795210519
59.755445748979042	-0.065139177117754202	-0.065139177117754202
-77.940782700921346	-0.56384463757655312	-0.56384463757655312
-75.56418911764365	-0.16520457363740126	-0.16520457363740126
-89.042899300386267	-0.88115763868661168	-0.88115763868661168
-89.055731604662313	-0.88715232745379646	-0.88715232745379646
74.745343939793514	-0.60747641260448837	-0.60747641260448837
41.007403477006932	-0.16592799851666687	-0.16592799851666687
-25.656128452861239	-0.49981677987827305	-0.49981677987827305
61.143122194976371	-0.99305377755209434	-0.99305377755209434
-67.684864767346753	0.99012890861433478	0.99012890861433478
24.433114710847079	-0.64393198742547242	-0.64393198742547242
-75.477226684655278	-0.078920841619591009	-0.078920841619591009
-90.698450562951962	-0.39653230572641118	-0.39653230572641118
46.962827813646356	0.16036654227645039	0.16036654227645039
60.611929279456461	-0.79661154143725799	-0.79661154143725799
-71.941693004949542	-0.30975754751412088	-0.30975754751412088
-90.734720593165363	-0.36298217110136338	-0.36298217110136338
-38.615948556608139	-0.7936812599847235	-0.7936812599847235
-26.094927166327111	-0.8204432890292479	-0.8204432890292479
