# base	exp	result	expected
7.5777974401248738	4.2175285292223332	5122.6851230264947	5122.6851230264947
5.1507875357175603	4.0372255523820897	748.15991131173212	748.15991131173212
2.0183103280101693	4.2854200384150563	20.276894453064035	20.276894453064035
7.4794661085146252	1.5673087102292911	23.422055235200393	23.422055235200393
5.295989137814229	3.7565887696540186	524.28990051887843	524.28990051887843
2.7341642044712304	3.9530718438149322	53.308811504578102	53.308811504578102
6.3567449457034737	4.3532227414750322	3138.050576571638	3138.050576571638
2.3089956029964305	2.8017812965923197	10.428745299482927	10.428745299482927
4.0808356376987334	3.3898243100601624	117.57964846049849	117.57964846049849
4.5688715775363553	0.060524053839149924	1.0963123651339337	1.0963123651339337
8.5593326195732704	2.5349988309787213	231.06494614226872	231.06494614226872
6.7105768205030136	4.373459840767949	4128.5829278858791	4128.5829278858791
9.4406054888828272	3.2207626199725317	1381.1570652825662	1381.1570652825662
2.7349412002960967	4.7611922112982423	120.33539399857078	120.33539399857078
2.6216126463305085	1.222811207845713	3.2496028100999133	3.2496028100999133
3.7399108339922083	0.14754445687271578	1.2148495627146791	1.2148495627146791
7.7460186102308173	1.9482062339977659	53.964523479198611	53.964523479198611
3.0907644971737289	4.0200718134556261	93.346958392860856	93.346958392860856
2.0493370958863686	3.5414520519330939	12.692989477938003	12.692989477938003
7.2033774427058308	3.7031638834031364	1498.2937888801121	1498.2937888801121
6.9963495253309835	0.0047921148939098698	1.0093661153751869	1.0093661153751869
5.739662114536312	3.8339121402348972	811.90179516401702	811.90179516401702
7.1409565023407815	0.24744269185363907	1.6265064084736982	1.6265064084736982
4.9114174553928667	3.7070845868687643	365.05832579595653	365.05832579595653
8.7714438052366468	3.460191713178177	1833.1869400803541	1833.1869400803541
1.7503508108088415	1.6948629138107774	2.5826390629466274	2.5826390629466274
1.1928957785884051	0.55709117780608408	1.1032516303326005	1.1032516303326005
5.3817274199703888	3.8740607704688235	678.63315559854402	678.63315559854402
5.5600460428899501	4.0148169478589173	980.28721740602668	980.28721740602668
4.3190619342301755	2.2830560559748809	28.224723108903714	28.224723108903714
6.6971543774130291	4.5937118136953288	6221.5998307403352	6221.5998307403352
9.2706973346561448	1.1739236030452103	13.655766315149357	13.655766315149357
4.459428394358059	0.98155960112240126	4.3381666110717054	4.3381666110717054
2.2215816806147846	4.1585698414977976	27.645173872692421	27.645173872692421
7.3260497814695711	4.0707438730069425	3316.3755575411537	3316.3755575411537
3.8956367611688774	0.81506495351051933	3.029422183521588	3.029422183521588
3.4326832459228078	2.9056198065928869	36.003769775607417	36.003769775607417
1.4117743932343496	3.6289095587776101	3.4953021988296977	3.4953021988296977
5.6885528304850217	3.969173354976967	992.5057028458325	992.5057028458325
0.053866942877510558	4.2724746493683297	3.7984534707570358e-06	3.7984534707570358e-06
5.1401765815211773	4.8196327792814788	2670.8719093171253	2670.8719093171253
4.4755273364074464	0.25214601264349878	1.4591763209397282	1.4591763209397282
6.8845443050280366	0.34204251694434917	1.9345900153754998	1.9345900153754998
9.0782681606575206	2.4464946657980722	220.67302415006873	220.67302415006873
8.0304071562644328	0.72133984846991062	4.4938984913051581	4.4938984913051581
3.5570108644694893	4.9399053358886826	527.60472829006915	527.60472829006915
4.9351611017155959	3.2156558004689453	169.59711365046471	169.59711365046471
0.47551532866427682	3.1342944386649343	0.097305761278653549	0.097305761278653549
1.9649789129888671	3.3703005522119431	9.7432595673640563	9.7432595673640563
5.6254424925371556	4.0741751484335049	1138.334088042812	1138.334088042812
3.3687710993892548	3.7096932472880479	90.522694236474223	90.522694236474223
1.7356191544436101	2.1421542955239086	3.2579794844522207	3.2579794844522207
4.5280294211253898	0.5902522271683327	2.4386635652070749	2.4386635652070749
1.3460012326749844	2.9645763066495108	2.4130432506102397	2.4130432506102397
3.2179831507921088	0.92238259109755871	2.9389109643308426	2.9389109643308426
4.3397805172017518	2.8644813192861909	66.990698594420124	66.990698594420124
4.5313209712721685	3.9742118218929479	405.48655774562206	405.48655774562206
5.5735193564305607	0.0070497812953583591	1.0121853562714711	1.0121853562714711
7.6224910968362884	0.072542547806591307	1.1587494964073859	1.1587494964073859
8.1774357254036669	1.9700581420762109	62.792652036254772	62.792652036254772
2.3608434556691189	4.0657183198291458	32.868971223046692	32.868971223046692
8.4660014618301478	1.878062694215856	55.238017201141446	55.238017201141446
7.9374149863673393	3.0328720120707517	535.31760004815271	535.31760004815271
0.19080292628475931	1.2331178595364913	0.12968106049113026	0.12968106049113026
5.7818395375267055	2.1941989377818736	47.002881560952737	47.002881560952737
4.1596727307337735	0.23264598247394716	1.3932261817912657	1.3932261817912657
